#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
4456	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	1571	unknown	inhibitor	KCNJ3	P48549	3760	ENSG00000162989
4457	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	559	unknown	inhibitor	MT-ND1	P03886	4535	ENSG00000198888
4458	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	462	unknown	inhibitor	KCNN4	O15554	3783	ENSG00000104783
4459	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	537	unknown	other/unknown	ATP5D	P30049	513	ENSG00000099624
4460	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	241	unknown	other/unknown	ATP2C1	P98194	27032	ENSG00000017260
4461	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	872	unknown	other/unknown	GABRA1	P14867	2554	ENSG00000022355
4462	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	1768	unknown	other/unknown	GNG2	P59768	54331	ENSG00000186469
4463	DB01159	Halothane	2-Bromo-2-Chloro-1,1,1-Trifluoroethane, Alotano [Dcit], Bromchlortrifluoraethanum, Bromochlorotrifluoroethane, Cf3chclbr, Fluorotane, Fluorothane, Freon 123b1, Ftorotan [Russian], Ftuorotan, Halotano [INN-Spanish], Halothan, Halothanum [INN-Latin], Narcotann Ne-Spofa [Russian]	151-67-7	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	small molecule	approved	Anesthetics, Inhalation, General Anesthetics, Anesthetics	1268	unknown	other/unknown	NPSR1	Q6W5P4	387129	ENSG00000187258
4464	DB01160	Dinoprost Tromethamine	Dinoprost, trometamol salt, PGF2-alpha THAM, PGF2alpha THAM, Prostaglandin F2-alpha THAM, Prostaglandin F2a tromethamine, Prostaglandin F2alpha tham, Prostin F2 Alpha	38562-01-5	Dinolytic, Ensaprost, Lutalyse, Panacelan F tromethamine salt, Pronalgon F, Prostalmon F, Zinoprost	small molecule	approved	Oxytocics, Abortifacient Agents, Nonsteroidal, Diagnostic aid (angiography), Uterine stimulants	672	yes	agonist	PTGFR	P43088	5737	ENSG00000122420
4465	DB01160	Dinoprost Tromethamine	Dinoprost, trometamol salt, PGF2-alpha THAM, PGF2alpha THAM, Prostaglandin F2-alpha THAM, Prostaglandin F2a tromethamine, Prostaglandin F2alpha tham, Prostin F2 Alpha	38562-01-5	Dinolytic, Ensaprost, Lutalyse, Panacelan F tromethamine salt, Pronalgon F, Prostalmon F, Zinoprost	small molecule	approved	Oxytocics, Abortifacient Agents, Nonsteroidal, Diagnostic aid (angiography), Uterine stimulants	527	unknown	antagonist	PTGIR	P43119	5739	ENSG00000160013
4466	DB01161	Chloroprocaine	Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine	133-16-4	Halestyn, Nesacaine-CE, Nesacaine-MPF	small molecule	approved	Anesthetics, Local	198	yes	inhibitor	SCN10A	Q9Y5Y9	6336	ENSG00000185313
4467	DB01161	Chloroprocaine	Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine	133-16-4	Halestyn, Nesacaine-CE, Nesacaine-MPF	small molecule	approved	Anesthetics, Local	706	unknown	antagonist	GRIN3A	Q8TCU5	116443	ENSG00000198785
4468	DB01161	Chloroprocaine	Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine	133-16-4	Halestyn, Nesacaine-CE, Nesacaine-MPF	small molecule	approved	Anesthetics, Local	458	unknown	antagonist	CHRNA10	Q9GZZ6	57053	ENSG00000129749
4469	DB01161	Chloroprocaine	Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine	133-16-4	Halestyn, Nesacaine-CE, Nesacaine-MPF	small molecule	approved	Anesthetics, Local	341	unknown	antagonist	HTR3A	P46098	3359	ENSG00000166736
4470	DB01161	Chloroprocaine	Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine	133-16-4	Halestyn, Nesacaine-CE, Nesacaine-MPF	small molecule	approved	Anesthetics, Local	713	unknown	inhibitor	SLC6A3	Q01959	6531	ENSG00000142319
4471	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	556	yes	antagonist	ADRA1A	P35348	148	ENSG00000120907
4472	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	632	yes	antagonist	ADRA1B	P35368	147	ENSG00000170214
4473	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	789	yes	antagonist	ADRA1D	P25100	146	ENSG00000171873
4474	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	101	unknown	inhibitor	KCNH2	Q12809	3757	ENSG00000055118
4475	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	514	unknown	inhibitor	KCNH6	Q9H252	81033	ENSG00000173826
4476	DB01162	Terazosin	Abbott 45975, Terazosin HCl, Terazosin hydrochloride, Terazosina [INN-Spanish], Terazosine, Terazosine [INN-French], Terazosinum [INN-Latin], Trazosin HCl	63590-64-7	Blavin, Flumarc, Fosfomic, Heitrin, Hytracin, Hytrin, Hytrinex, Itrin, Urodie, Vasomet, Vicard	small molecule	approved	Antineoplastic Agents, Adrenergic alpha-Antagonists	772	unknown	inhibitor	KCNH7	Q9NS40	90134	ENSG00000184611
4477	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	7156	yes	inhibitor	pbp2a	Q8DNB6	N/A	N/A
4478	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	6939	yes	inhibitor	mrdA	P74872	N/A	N/A
4479	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	7154	yes	inhibitor	pbp3	Q75Y35	N/A	N/A
4480	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	6799	yes	inhibitor	pbpA	Q8DR59	N/A	N/A
4481	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	6121	yes	inhibitor	penA	P0A3M6	N/A	N/A
4482	DB01163	Amdinocillin	Mecillinam, Penicillin HX	32887-01-7	Coactin	small molecule	approved	Anti-Bacterial Agents, Penicillins, Anti-Infective Agents, Urinary	6844	yes	inhibitor	pbp1b	Q7CRA4	N/A	N/A
4483	DB01165	Ofloxacin	N/A	82419-36-1	Akilen, Baccidal, Bactocin, Danoflox, Effexin, Exocin, Exocine, Flobacin, Flodemex, Flotavid, Flovid, Floxal, Floxil, Floxin, Floxstat, Fugacin, Inoflox, Kinflocin, Kinoxacin, Liflox, Loxinter, Medofloxine, Mergexin, Novecin, Nufafloqo, O-Flox, Obide, Occidal, Ocuflox, Ofcin, Oflin, Oflocee, Oflocet, Oflocin, Oflodal, Oflodex, Oflodura, Oflox, Ofloxin, Ofus, Onexacin, Operan, Orocin, Otonil, Pharflox, Praxin, Puiritol, Qinolon, Qipro, Quinolon, Quotavil, Rilox, Sinflo, Tabrin, Taravid, Tariflox, Tarivid, Telbit, Tructum, Uro Tarivid, Viotisone, Zanocin	small molecule	approved	Anti-Infectives, Anti-Bacterial Agents, Quinolones, Nucleic Acid Synthesis Inhibitors, Anti-Infective Agents, Urinary	477	yes	inhibitor	parC	P43702	N/A	N/A
4484	DB01165	Ofloxacin	N/A	82419-36-1	Akilen, Baccidal, Bactocin, Danoflox, Effexin, Exocin, Exocine, Flobacin, Flodemex, Flotavid, Flovid, Floxal, Floxil, Floxin, Floxstat, Fugacin, Inoflox, Kinflocin, Kinoxacin, Liflox, Loxinter, Medofloxine, Mergexin, Novecin, Nufafloqo, O-Flox, Obide, Occidal, Ocuflox, Ofcin, Oflin, Oflocee, Oflocet, Oflocin, Oflodal, Oflodex, Oflodura, Oflox, Ofloxin, Ofus, Onexacin, Operan, Orocin, Otonil, Pharflox, Praxin, Puiritol, Qinolon, Qipro, Quinolon, Quotavil, Rilox, Sinflo, Tabrin, Taravid, Tariflox, Tarivid, Telbit, Tructum, Uro Tarivid, Viotisone, Zanocin	small molecule	approved	Anti-Infectives, Anti-Bacterial Agents, Quinolones, Nucleic Acid Synthesis Inhibitors, Anti-Infective Agents, Urinary	404	yes	inhibitor	gyrA	P43700	N/A	N/A
4485	DB01165	Ofloxacin	N/A	82419-36-1	Akilen, Baccidal, Bactocin, Danoflox, Effexin, Exocin, Exocine, Flobacin, Flodemex, Flotavid, Flovid, Floxal, Floxil, Floxin, Floxstat, Fugacin, Inoflox, Kinflocin, Kinoxacin, Liflox, Loxinter, Medofloxine, Mergexin, Novecin, Nufafloqo, O-Flox, Obide, Occidal, Ocuflox, Ofcin, Oflin, Oflocee, Oflocet, Oflocin, Oflodal, Oflodex, Oflodura, Oflox, Ofloxin, Ofus, Onexacin, Operan, Orocin, Otonil, Pharflox, Praxin, Puiritol, Qinolon, Qipro, Quinolon, Quotavil, Rilox, Sinflo, Tabrin, Taravid, Tariflox, Tarivid, Telbit, Tructum, Uro Tarivid, Viotisone, Zanocin	small molecule	approved	Anti-Infectives, Anti-Bacterial Agents, Quinolones, Nucleic Acid Synthesis Inhibitors, Anti-Infective Agents, Urinary	817	unknown	inhibitor	TOP2A	P11388	7153	ENSG00000131747
4486	DB01166	Cilostazol	Cilostazole, Cilostazolum [INN-Latin]	73963-72-1	Pletaal, Pletal	small molecule	approved	Vasodilator Agents, Platelet Aggregation Inhibitors, Fibrinolytic Agents, Phosphodiesterase Inhibitors, Bronchodilator Agents, Neuroprotective Agents	485	yes	inhibitor	PDE3A	Q14432	5139	ENSG00000172572
4487	DB01167	Itraconazole	ITC, ITCZ, Itraconazol [Spanish], Itraconazolum [Latin], ITZ	84625-61-6	Hyphanox, Itrizole, Oriconazole, Sporal, Sporanos, Sporanox, Sporonox, Triasporn	small molecule	approved	Antifungals, Antiprotozoals, Antifungal Agents, Antiprotozoal Agents	1010	yes	inhibitor	CYP51A1	Q16850	1595	ENSG00000001630
4488	DB01167	Itraconazole	ITC, ITCZ, Itraconazol [Spanish], Itraconazolum [Latin], ITZ	84625-61-6	Hyphanox, Itrizole, Oriconazole, Sporal, Sporanos, Sporanox, Sporonox, Triasporn	small molecule	approved	Antifungals, Antiprotozoals, Antifungal Agents, Antiprotozoal Agents	761	yes	inhibitor	ERG11	P50859	N/A	N/A
4489	DB01168	Procarbazine	Ibenzmethyzin, Ibenzmethyzine, Ibenzmethyzine hydrochloride, IBZ, MBH, MIH, MIH Hydrochloride, PCB hydrochloride, PCX, Procarbazin, Procarbazin [German], Procarbazina [INN-Spanish], Procarbazine hydrochloride, Procarbazinum [INN-Latin]	671-16-9	Matulane, Nathulane, Natulan, Natulan hydrochloride, Natulanar, Natunalar	small molecule	approved	Antineoplastic Agents	874	yes	cross-linking/alkylation	N/A	N/A	N/A	N/A
4490	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	2038	yes	inducer	IKBKB	O14920	3551	ENSG00000104365
4491	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	3610	yes	inhibitor	TXNRD1	Q16881	7296	ENSG00000198431
4492	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	1629	yes	inducer	JUN	P05412	3725	ENSG00000177606
4493	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	1569	yes	antagonist	CCND1	P24385	595	ENSG00000110092
4494	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	1714	yes	inducer	MAPK3	P27361	5595	ENSG00000102882
4495	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	1176	yes	inducer	MAPK1	P28482	5594	ENSG00000100030
4496	DB01169	Arsenic trioxide	Acide Arsenieux [French], Anhydride Arsenieux [French], Arseni Trioxydum, Arsenic Blanc [French], Arsenic Oxidearsenous Trioxide, Arsenigen Saure [German], Arsenious Acid, Arsenious Acid Anhydride, Arsenious Trioxide, Arsentrioxide, Oxyde Arsenieux [ISO-French]	1327-53-3	Trisenox	small molecule	approved	Antineoplastic Agents, Homeopathic Agents	476	unknown	inducer	AKT1	P31749	207	ENSG00000142208
4497	DB01170	Guanethidine	Guanethidine Monosulfate, Guanethidine Sulphae	645-43-2	Abapresin, Apo-Guanethidine, Eutensol, Ismelin, Oktadin	small molecule	approved	Antihypertensive Agents, Adrenergic Agents, Sympatholytics	540	yes	inducer	SLC6A2	P23975	6530	ENSG00000103546
4498	DB01171	Moclobemide	4-Chlor-N-(2-morpholinoethyl)benzamid, 4-Chloro-N-(2-(4-morpholinyl)ethyl)benzamide, 4-Chloro-N-(2-morpholin-4-yl-ethyl)-benzamide, Moclaime, Moclamide, Moclamine, Moclobemid, Moclobemida [INN-Spanish], Moclobemide [Usan:Ban:Inn], Moclobemidum [INN-Latin], p-Chloro-N-(2-morpholinoethyl)benzamide	71320-77-9	Aurorix, Manerix	small molecule	approved	Antidepressive Agents, Monoamine Oxidase Inhibitors	3941	yes	inhibitor	MAOA	P21397	4128	ENSG00000189221
4499	DB01172	Kanamycin	Aminodeoxykanamycin, KAN, Kanamycin Base, Kanamycin Sulfate, Nebramycin Factor 5	8063-07-8	Bekanamycin, Kanamycin A, Kanamycin B, Kenamycin A, Klebcil	small molecule	approved	Anti-Bacterial Agents, Protein Synthesis Inhibitors, Aminoglycosides	308	yes	inhibitor	rpsL	P0A7S3	N/A	N/A
4500	DB01172	Kanamycin	Aminodeoxykanamycin, KAN, Kanamycin Base, Kanamycin Sulfate, Nebramycin Factor 5	8063-07-8	Bekanamycin, Kanamycin A, Kanamycin B, Kenamycin A, Klebcil	small molecule	approved	Anti-Bacterial Agents, Protein Synthesis Inhibitors, Aminoglycosides	883	yes	inhibitor	N/A	N/A	N/A	N/A
4501	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	439	yes	antagonist	GRIN2D	O15399	2906	ENSG00000105464
4502	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	401	yes	antagonist	GRIN1	Q05586	2902	ENSG00000176884
4503	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	591	yes	antagonist	GRIN3B	O60391	116444	ENSG00000116032
4504	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	706	yes	antagonist	GRIN3A	Q8TCU5	116443	ENSG00000198785
4505	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	492	yes	antagonist	HRH1	P35367	3269	ENSG00000196639
4506	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	540	yes	inhibitor	SLC6A2	P23975	6530	ENSG00000103546
4507	DB01173	Orphenadrine	Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine	83-98-7	Antiflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro	small molecule	approved	Skeletal Muscle Relaxants, Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists, Muscle Relaxants, Central, Parasympatholytics	198	unknown	inhibitor	SCN10A	Q9Y5Y9	6336	ENSG00000185313
4508	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	872	yes	potentiator	GABRA1	P14867	2554	ENSG00000022355
